<oov> 1.0	<oov>
موقع 1.0	M O Q A
موقعوں 1.0	M O Q A O_O_N
موقعے 1.0	M O Q A A_Y
موقف 1.0	M O Q A F
مولا 1.0	M O_O L A
مولانا 1.0	M O_O L A_A N A_A
مولوی 1.0	M O_O L V I_I1
مومن 1.0	M O_O M I N
مون 1.0	M O_O N
مونا 1.0	M O_O N A_A
مونث 1.0	M U A N N A S
مونچھوں 1.0	M U_U N T_S_H O_O_N
مونچھیں 1.0	M U_U N T_S_H A_Y_N
مونگ 1.0	M U_U N_G
موو 1.0	M O_O V
مووایبل 1.0	M U_U V A_Y B A L
موومنٹ 1.0	M U_U V M I N T
مووی 1.0	M U_U V I_I1
موچی 1.0	M O_O T_S1 I_I1
موڈ 1.0	M U_U D
موڈم 1.0	M O D A M
موڑ 1.0	M O_O R_R
موہن 1.0	M O_O H A N
موہوم 1.0	M O H U_U M
مویشی 1.0	M A V A_Y S_H I_I1
مٹھائیاں 1.0	M I T_H A_A I J A_A_N
مٹھل 1.0	M A T_H T_H A L
مٹھن 1.0	M I T_H A N
مٹی 1.0	M I T I_I1
مٹیں 1.0	M I T A_Y_N
مچا 1.0	M A T_S1 A_A
مچانے 1.0	M A T_S1 A_A N A_Y
مچولی 1.0	M I T_S1 O L I_I1
مچھر 1.0	M A T_S_H T_S_H A R
مچھلی 1.0	M A T_S_H L I_I1
مچھلیاں 1.0	M A T_S_H L I J A_A_N
مچھیروں 1.0	M A T_S_H A_Y R O_O_N
مڈل 1.0	M I D I L
مڈنائٹ 1.0	M I D N A_A I T
مڈھ 1.0	M U D_H
مڈھوں 1.0	M U D_H D_H O_O_N
مڑ 1.0	M U R_R
مژدہ 1.0	M U Z_Z D_D A_A
مژگاں 1.0	M I Z_Z G A_A_N
مکعب 1.0	M U K A A B
مکوڑوں 1.0	M A K V R_R O_O_N
مکھن 1.0	M A K K_H A N
مکھڑا 1.0	M U K_H R_R A_A
مکھڑے 1.0	M U K_H R_R A_Y
مکھیاں 1.0	M A K K_H I J A_A_N
مکھیوں 1.0	M A K K_H I_I1 O_O_N
مگ 1.0	M A G
مگر 1.0	M A G A R
مگرمچھ 1.0	M A G A R M A T_S_H
مگسی 1.0	M A G S I_I1
مہاجر 1.0	M U H A_A D_Z I R
مہجور 1.0	M A H D_Z U_U R
مہذب 1.0	M U H A Z Z A B
مہر 1.0	M A_Y_H H R
مہربانی 1.0	M A_Y_H H R B A_A N I_I1
مہربانیوں 1.0	M A_E_H H A R B A_A N I_I1 O_O_N
مہلت 1.0	M O_O_H H L A T_D
مہلک 1.0	M U H L I K
مہم 1.0	M U H A M
مہمان 1.0	M A_Y_H H M A_A N
مہمانان 1.0	M A_E_H H M A_A N A_A N
مہمل 1.0	M U H M A L
مہندی 1.0	M I H N D_D I_I1
مہنگا 1.0	M A H N_G G A_A
مہنگائی 1.0	M A H N_G G A_A I_I1
مہوش 1.0	M A_E_H H V A S_H
مہیا 1.0	M U H A J J A_A
مہیب 1.0	M U H I_I1 B
مہینے 1.0	M A H I_I1 N A_Y
میئر 1.0	M A_Y I R
میاؤں 1.0	M I J A_A U_U_N
میاں 1.0	M I J A_A_N
میت 1.0	M I_I1 T_D
میتوں 1.0	M A_E1 J I T_D O_O_N
میتھائل 1.0	M I_I1 T_D_H A_A I L
میتھی 1.0	M A_Y T_D_H I_I1
میثاق 1.0	M I_I1 S A_A Q
میجر 1.0	M A_Y D_Z A R
میخائل 1.0	M I_I1 X A_A I L
میدان 1.0	M A_E1 D_D A_A N
میرا 1.0	M A_Y R A_A
میراتھن 1.0	M A_E1 R A_A T_D_H I N
میران 1.0	M I_I1 R A_A N
میراں 1.0	M I_I1 R A_A_N
میرزا 1.0	M I_I1 R Z A_A
میرون 1.0	M A_E1 R U_U N
میرٹ 1.0	M A_E1 R I T
میرٹھی 1.0	M I_I1 R A T_H I_I1
میری 1.0	M A_Y R I_I1
میرے 1.0	M A_Y R A_Y
میزائل 1.0	M I_I1 Z A_A I L
میزبان 1.0	M A_Y Z B A_A N
میزیں 1.0	M A_Y Z A_Y_N
میسج 1.0	M A_E1 S I D_Z
میسر 1.0	M I_I1 S A R
میل 1.0	M A_Y L
میلسوی 1.0	M A_E1 L S V I_I1
میلہ 1.0	M A_Y L A H
میلے 1.0	M A_Y L A_Y
میمن 1.0	M A_Y M A N
میموریل 1.0	M A_E1 M O_O R I J A L
مین 1.0	M A_Y N
مینجمنٹ 1.0	M A_E1 N I D_Z M A N T
مینوئل 1.0	M A_E1 N U_U I L
مینوفیکچررز 1.0	M A_E1 N U_U F A_E1 K T_S1 A R A R Z
مینوفیکچرز 1.0	M A_E1 N O_O F A_E1 K T_S1 A R Z
مینڈھا 1.0	M A_E1 N D_H A_A
مینگل 1.0	M A_E1 N_G G A L
مینیجمنٹ 1.0	M A_E1 N A_Y D_Z M A N T
میواتی 1.0	M I_I1 V A_A T_D I_I1
میوزک 1.0	M I J U_U Z I K
میوہ 1.0	M A_Y V A_A
میٹھا 1.0	M I_I1 T_H A_A
میٹھی 1.0	M I_I1 T_H I_I1
میٹھے 1.0	M I_I1 T_H A_Y
میچ 1.0	M A_E1 T_S1
میچز 1.0	M A_E1 T_S1 I Z
میچو 1.0	M I_I1 T_S1 O_O
میچور 1.0	M A_Y T_S1 O_O R
میچوں 1.0	M A_E1 T_S1 O_O_N
میڈیا 1.0	M I_I1 D I J A_A
میڈیسن 1.0	M A_E1 D I_I1 S A N
میڈیکل 1.0	M A_E1 D I_I1 K A L
میگاواٹ 1.0	M A_E1 G A_A V A_A T
میگزین 1.0	M A_E1 G Z I_I1 N
میگھا 1.0	M A_Y G_H A_A
میں 1.0	M A_Y_N
مے 1.0	M A_E1
نئی 1.0	N A I_I1
نئے 1.0	N A A_Y
نا 1.0	N A_A
ناآشنا 1.0	N A_A A_A S_H N A_A
نائب 1.0	N A_A I B
نائیٹروجنی 1.0	N A_A I_I1 T A R O_O D_Z N I_I1
ناامیدی 1.0	N A_A U_U M I_I1 D_D I_I1
نااہلی 1.0	N A_A A_E_H H L I_I1
نااہلیت 1.0	N A_A A_E_H H L I J A T_D
نابغہ 1.0	N A_A B I G_G A_A
ناجائز 1.0	N A_A D_Z A_A I Z
ناخن 1.0	N A_A X U N
ناخواندگی 1.0	N A_A X A_A N D_D G I_I1
نادر 1.0	N A_A D_D I R
نارتھ 1.0	N A_A R T_D_H
نازاں 1.0	N A_A Z A_A_N
ناشتہ 1.0	N A_A S_H T_D A_A
ناظم 1.0	N A_A Z I M
ناغہ 1.0	N A_A G_G A_A
نافذالعمل 1.0	N A_A F I Z U L A M A L
ناقابل 1.0	N A_A Q A_A B I L
ناقص 1.0	N A_A Q I S
نام 1.0	N A_A M
نامزد 1.0	N A_A M Z A D_D
نامور 1.0	N A_A M V A R
نامی 1.0	N A_A M I_I1
نانگا 1.0	N A_A N_G G A_A
ناول 1.0	N A_A V I L
ناچ 1.0	N A_A T_S1
ناچنے 1.0	N A_A T_S1 N A_Y
ناچیز 1.0	N A_A T_S1 I_I1 Z
ناکام 1.0	N A_A K A_A M
ناں 1.0	N A_A_N
نبوت 1.0	N A B U_U V A T_D
نبوی 1.0	N A B V I_I1
نبویہ 1.0	N A B V I J A_A
نبھائیں 1.0	N I B_H A_A A_Y_N
نبھانے 1.0	N I B_H A_A N A_Y
نبی 1.0	N A B I_I1
نتائج 1.0	N A T_D A_A A_Y D_Z
نتھنوں 1.0	N A T_D_H N O_O_N
نتھی 1.0	N A T_D_H I_I1
نتیجہ 1.0	N A T_D I_I1 D_Z A_A
نتیجے 1.0	N A T_D I_I1 D_Z A_Y
نثار 1.0	N I S A_A R
نجات 1.0	N A D_Z A_A T_D
نجف 1.0	N A D_Z A F
نجی 1.0	N A D_Z I_I1
نحوست 1.0	N U H U_U S A T_D
نحیف 1.0	N A H I_I1 F
نخرے 1.0	N A X R A_Y
نخوت 1.0	N A X V A T_D
ندا 1.0	N I D_D A_A
ندرت 1.0	N A D_D R A T_D
ندوی 1.0	N A D_D V I_I1
ندیم 1.0	N A D_D I_I1 M
نذر 1.0	N A Z A R
نرخ 1.0	N I R X
نرخنامے 1.0	N I R X N A_A M A_Y
نرخوں 1.0	N I R X O_O_N
نرسیں 1.0	N A R S A_Y_N
نرغے 1.0	N A R G_G A_Y
نرگس 1.0	N A R G I S
نزدیک 1.0	N A Z D_D I_I1 K
نزلے 1.0	N A Z L A_Y
نزول 1.0	N U Z U_U L
نسخوں 1.0	N U S X O_O_N
نسخہ 1.0	N U S X A_A
نسخے 1.0	N U S X A_Y
نسرین 1.0	N A S R I_I1 N
نسل 1.0	N A S L
نسواں 1.0	N I S V A_A_N
نسیں 1.0	N A S A_Y_N
نشئی 1.0	N A S_H A I_I1
نشاستہ 1.0	N A S_H A_A S T_D A_A
نشاندہی 1.0	N I S_H A_A N D_D A_Y H I_I1
نشانہ 1.0	N I S_H A_A N A_A
نشاں 1.0	N I S_H A_A_N
نشر 1.0	N A S_H A R
نشرواشاعت 1.0	N A S_H R O_O I S_H A_A A T_D
نشست 1.0	N A S_H I S T_D
نشو 1.0	N I S_H O_O
نشوونما 1.0	N A S_H V O_O N U M A_A
نشیب 1.0	N I S_H A_Y B
نشے 1.0	N A S_H A_Y
نصب 1.0	N A S B
نصف 1.0	N I S F
نصیب 1.0	N A S I_I1 B
نصیحت 1.0	N A S I_I1 H A T_D
نظام 1.0	N I Z A_A M
نظر 1.0	N A Z A R
نظرثانی 1.0	N A Z A R A_Y S A_A N I_I1
نظروں 1.0	N A Z R O_O_N
نظریے 1.0	N A Z A R I_I1 J A_Y
نظم 1.0	N A Z M
نعم 1.0	N A_A M
نعمت 1.0	N I M A T_D
نعمتوں 1.0	N A_Y M A T_D O_O_N
نعوذ 1.0	N A U_U Z
نعیم 1.0	N A I_I1 M
نغمہ 1.0	N A G_G M A_A
نفسیاتی 1.0	N A F S I J A_A T_D I_I1
نفل 1.0	N A F A L
نفلی 1.0	N A F L I_I1
نفوذ 1.0	N U F U_U Z
نفوس 1.0	N A F U_U S
نقاب 1.0	N A Q Q A_A B
نقاش 1.0	N A Q Q A_A S_H
نقرس 1.0	N A Q R I S
نقش 1.0	N A Q S_H
نقشبندی 1.0	N A Q S_H B A N D_D I_I1
نقشوں 1.0	N A Q S_H O_O_N
نقشہ 1.0	N A Q S_H A_A
نقشے 1.0	N A Q S_H A_Y
نقصان 1.0	N U Q S A_A N
نقل 1.0	N A Q L
نقلیں 1.0	N A Q L A_Y_N
نقوش 1.0	N A Q U_U S_H
نقوی 1.0	N A Q V I_I1
نل 1.0	N I L
نما 1.0	N A M A_A
نمائندہ 1.0	N U M A_A I N D_D A_A
نماز 1.0	N A M A_A Z
نمایاں 1.0	N U M A_A J A_A_N
نمبر 1.0	N A M B A R
نمف 1.0	N A M A F
نمو 1.0	N A M U_U
نمودار 1.0	N U M U_U D_D A_A R
نمٹیں 1.0	N I M A T A_Y_N
نمک 1.0	N A M A K
ننانوے 1.0	N I N A_A N V A_Y
ننگے 1.0	N A N_G G A_Y
ننھا 1.0	N A N_H N_H A_A
ننھی 1.0	N A N_H N_H I_I1
ننھیال 1.0	N A N_H J A_A L
ننھے 1.0	N A N_H N_H A_Y
نو 1.0	N O
نوآبادیاتی 1.0	N O A_A B A_A D_D I J A_A T_D I_I1
نواب 1.0	N O V A_A B
نواز 1.0	N A V A_A Z
نوازنے 1.0	N A V A_A Z N A_Y
نوازوں 1.0	N A V A_A Z U_U_N
نوبت 1.0	N O B A T_D
نوبل 1.0	N O_O B I L
نوجوان 1.0	N O D_Z A V A_A N
نوجوانوں 1.0	N O_O D_Z A V A_A N O_O_N
نوحہ 1.0	N O H A_A
نوحے 1.0	N O_O H A_Y
نوخیز 1.0	N O X A_Y Z
نور 1.0	N U_U R
نوروز 1.0	N O R U_U Z
نوزائیدہ 1.0	N O Z A_A I_I1 D_D A_A
نوزل 1.0	N O_O Z A L
نوزلوں 1.0	N O Z A L O_O_N
نوش 1.0	N O_O S_H
نوشاد 1.0	N O S_H A_A D_D
نوشیرواں 1.0	N O_O S_H A_Y R V A_A_N
نوعی 1.0	N O I_I1
نوعیت 1.0	N O I J J A T_D
نوفل 1.0	N O F A L
نومنتخب 1.0	N O_O M U N T_D A X A B
نومولود 1.0	N O M O L U_U D_D
نونہال 1.0	N O N I H A_A L
نوچ 1.0	N O_O T_S1
نوچندی 1.0	N O T_S1 A N D_D I_I1
نوچیں 1.0	N O_O T_S1 A_Y_N
نوڈلز 1.0	N U_U D A L Z
نوگو 1.0	N O_O G O_O
نوید 1.0	N A V I_I1 D_D
نویں 1.0	N A V I_I_N
نوے 1.0	N A V V A_Y
نچا 1.0	N A T_S1 T_S1 A_A
نچلی 1.0	N I T_S1 L I_I1
نچلے 1.0	N I T_S1 L A_Y
نچوڑ 1.0	N I T_S1 O_O R_R
نچھاور 1.0	N I T_S_H A_A V A R
نڈر 1.0	N I D A R
نڈھال 1.0	N I D_H A_A L
نژاد 1.0	N A Z_Z A_A D_D
نکال 1.0	N I K A_A L
نکالیں 1.0	N I K A_A L A_Y_N
نکل 1.0	N I K A L
نکلا 1.0	N I K L A_A
نکھارا 1.0	N I K_H A_A R A_A
نکھر 1.0	N I K_H A R
نکھرا 1.0	N I K_H R A_A
نگاور 1.0	N I G A_A V A R
نگر 1.0	N A G A R
نگران 1.0	N I G R A_A N
نگرانی 1.0	N I G R A_A N I_I1
نگہت 1.0	N I G H A T_D
نگہداشت 1.0	N I G H D_D A_A S_H T_D
نہ 1.0	N A_A
نہائیں 1.0	N A H A_A A_Y_N
نہاں 1.0	N I H A_A_N
نہایت 1.0	N I H A_A J A T_D
نہر 1.0	N A_E_H H R
نہیں 1.0	N A H I_I_N
نیا 1.0	N A_Y J A_A
نیرنگ 1.0	N A_E1 R A N_G
نیرو 1.0	N I_I1 R O_O
نیز 1.0	N I_I1 Z
نیزے 1.0	N A_Y Z A_Y
نیسچن 1.0	N I_I1 S T_S1 A N
نیشن 1.0	N A_Y S_H A N
نیشنل 1.0	N A_E1 S_H N A L
نیل 1.0	N A_Y L
نیلم 1.0	N I_I1 L A M
نیلوفر 1.0	N I_I1 L O_O F A R
نیلگوں 1.0	N I_I1 L G U_U_N
نیم 1.0	N I_I1 M
نینی 1.0	N A_Y N I_I1
نیو 1.0	N I_I1 O_O
نیور 1.0	N I_I1 O_O R
نیورو 1.0	N I_I1 O_O R O_O
نیوز 1.0	N I_I1 V Z
نیون 1.0	N I_I1 O_O N
نیوکلیئس 1.0	N I J U_U K I L I_I1 A S
نیٹو 1.0	N A_Y T O_O
نیچا 1.0	N I_I1 T_S1 A_A
نیچر 1.0	N A_Y T_S1 A R
نیچرل 1.0	N A_Y T_S1 R A L
نیچی 1.0	N I_I1 T_S1 I_I1
نیچے 1.0	N I_I1 T_S1 A_Y
نیڈل 1.0	N I_I1 D A L
نیگیٹو 1.0	N A_Y G A_Y T I V
نے 1.0	N A_Y
و 1.0	O_O
وائرس 1.0	V A_A I R A S
وائرل 1.0	V A_A A_Y R A L
وائرلیس 1.0	V A_A I R L A_Y S
واجب 1.0	V A_A D_Z I B
واحد 1.0	V A_A H I D_D
وارڈ 1.0	V A_A R D
واضح 1.0	V A_A Z A_Y
وافر 1.0	V A_A F I R
واقع 1.0	V A_A Q A_Y
واقعتاً 1.0	V A Q A_Y A_A T_D A N
واقعہ 1.0	V A_A Q I A_A
واقعی 1.0	V A_A Q A Y I_I1
واقعے 1.0	V A_A Q I A_Y
واقفیت 1.0	V A_A Q I F I J A T_D
والا 1.0	V A_A L A_A
والدین 1.0	V A_A L D_D A_E1 N
والرس 1.0	V A_A L R A S
والو 1.0	V A_A L V
والوں 1.0	V A_A L O_O_N
والڈ 1.0	V A_A L I D
والی 1.0	V A_A L I_I1
والیم 1.0	V A_A L J A M
والے 1.0	V A_A L A_Y
واویلا 1.0	V A_A V A_Y L A_A
واپڈا 1.0	V A_A P D A_A
واچ 1.0	V A_A T_S1
واگذار 1.0	V A_A G U_U Z A_A R
واں 1.0	V A_A_N
واہلہ 1.0	V A_A H L A_A
وباؤں 1.0	V A B A_A O_O_N
وبائی 1.0	V A B A_A I_I1
وثوق 1.0	V U S U_U Q
وجدان 1.0	V I D_Z D_D A_A N
وجود 1.0	V U D_Z U_U D_D
وجوہات 1.0	V U D_Z U_U H A_A T_D
وجہ 1.0	V A D_Z A_A
وحشت 1.0	V A H S_H A T_D
وحشی 1.0	V A H S_H I_I1
وحشیانہ 1.0	V A H S_H I J A_A N A_A
ودیعت 1.0	V A D_D I_I1 A T_D
ورزش 1.0	V A R Z I S_H
ورلڈ 1.0	V A R D
ورلڈکپ 1.0	V A R L D K A P
ورچوئل 1.0	V A R T_S1 U_U A L
ورژن 1.0	V A R Z_Z A N
ورک 1.0	V A R K
وزارت 1.0	V I Z A_A R A T_D
وزراء 1.0	V U Z A R A_A
وزن 1.0	V A Z N
وزیر 1.0	V A Z I_I1 R
وزیراعلی 1.0	V A Z I_I1 R A_Y A_A L A_A
وزیرخارجہ 1.0	V A Z I_I1 R A_Y X A_A R I D_Z A_A
وزیرداخلہ 1.0	V A Z I_I1 R A_Y D_D A_A X I L A_A
وسائل 1.0	V A S A_A I L
وسعتوں 1.0	V U S Y A T_D O_O_N
وصف 1.0	V A S F
وظیفہ 1.0	V A Z I_I1 F A_A
وعدہ 1.0	V A D_D A_A
وعدے 1.0	V A_A D_D A_Y
وعید 1.0	V A I_I1 D_D
وغیرہ 1.0	V A G_G A_E1 R A_A
وفاؤں 1.0	V A F A_A O_O_N
وفاق 1.0	V I F A_A Q
وفاقی 1.0	V A F A_A Q I_I1
وفد 1.0	V A F D_D
وفود 1.0	V U F U_U D_D
وقائع 1.0	V A Q A_A A_Y
وقت 1.0	V A Q T_D
وقعت 1.0	V U Q A A T_D
وقف 1.0	V A Q F
وقفہ 1.0	V A Q F A_A
وقفے 1.0	V A Q F A_Y
وقوع 1.0	V U Q U_U
وقوعہ 1.0	V U Q U_U A_A
وقوف 1.0	V U Q U_U F
ولد 1.0	V A L A D_D
وم 1.0	V I M
ون 1.0	V A N
ونڈوز 1.0	V I N D O_O Z
ونگ 1.0	V I N_G
وورس 1.0	O_O V A R Z
وولر 1.0	V U_U L A R
وولٹیج 1.0	V O_O L T A_Y D_Z
وومن 1.0	V O_O M A N
ووڈ 1.0	V U_U D
وڈ 1.0	V U D
وڈیروں 1.0	V A D A_Y R O_O_N
وڈیو 1.0	V I D I_I1 O_O
وڑائچ 1.0	V A R_R A_A I T_S1
وژن 1.0	V I Z_Z A N
وگ 1.0	V I G
وگرنہ 1.0	V A G A R N A_A
وھیل 1.0	V A_E1 L
وہ 1.0	V O_O_H
وہاب 1.0	V A H H A_A B
وہاں 1.0	V A H A_A_N
وہپ 1.0	V I H P
وہی 1.0	V O_O_H H I_I1
وی 1.0	V I_I1
ویئرز 1.0	V A_Y A R Z
ویب 1.0	V A_E1 B
ویجز 1.0	V A_Y D_Z I Z
ویجی 1.0	V A_E1 D_Z I_I1
وید 1.0	V A_E1 D_D
ویزے 1.0	V I_I1 Z A_Y
ویسٹ 1.0	V A_E1 S T
ویسے 1.0	V A_E1 S A_Y
ویلز 1.0	V A_E1 L Z
ویلفئر 1.0	V A_E1 L F A_Y A R
ویلوٹ 1.0	V A_E1 L V A T
ویلڈنگ 1.0	V A_E1 L D I N_G
ویلیو 1.0	V A_E1 L J U_U
ویمن 1.0	V I_I1 M A_Y N
ویمنز 1.0	V A_Y M A N Z
ویمپ 1.0	V A_E1 M P
وین 1.0	V A_E1 N
ویوز 1.0	V A_Y V Z
ویڈنگ 1.0	V A_E1 D I N_G
ویڈیو 1.0	V I_I1 D I J O_O
ویڈیوز 1.0	V I_I1 D J U_U Z
ویگن 1.0	V A_E1 G A N
ویں 1.0	V I_I_N
وے 1.0	V A_Y
ٹاؤن 1.0	T A_A U_U N
ٹائفائیڈ 1.0	T A_A I_I1 F A_A I D
ٹراؤزر 1.0	T A R A_A U_U Z A R
ٹرانزسٹر 1.0	T A R A_A N Z I S T A R
ٹرانزیکشن 1.0	T A R A_A_N Z I_I1 K S_H A N
ٹرانسفارمر 1.0	T A R A_A N S F A_A R M A R
ٹرانسفر 1.0	T A R A_A N S F A R
ٹرانسمیشن 1.0	T A R A_A N S M I_I1 S_H A N
ٹرانسپیرنسی 1.0	T A R A_A N S P A_E1 R A N S I_I1
ٹرفس 1.0	T A R A F S
ٹری 1.0	T A R I_I1
ٹریبیونل 1.0	T A R A_Y B A_Y J U_U N A L
ٹریجڈی 1.0	T A R A_Y D_Z I D I_I1
ٹریفک 1.0	T A R A_E1 F I K
ٹریلر 1.0	T I R A_Y L A R
ٹرین 1.0	T R A_Y N
ٹریولرز 1.0	T A R A_E1 V L A R Z
ٹریڈ 1.0	T A R A_E1 D
ٹریڈنگ 1.0	T A R A_Y D I N_G
ٹریژری 1.0	T I R A_E1 Z_Z A R I_I1
ٹشو 1.0	T I S_H U_U
ٹوئنٹی 1.0	T U_U A N T I_I1
ٹوائلٹ 1.0	T U A_A I L A T
ٹورازم 1.0	T U_U A I_I_N R I Z M
ٹورنامنٹ 1.0	T U_U R N A_A M I N T
ٹورنامنٹس 1.0	T O_O R N A_A M I N T S
ٹوفل 1.0	T O F I L
ٹوہ 1.0	T O_O H
ٹھاٹھیں 1.0	T_H A_A T_H A_Y_N
ٹھاکر 1.0	T_H A_A K U R
ٹھل 1.0	T_H A L
ٹھنڈا 1.0	T_H A N D A_A
ٹھنکا 1.0	T_H A N K A_A
ٹھوس 1.0	T_H O_O S
ٹھونس 1.0	T_H U_U N S
ٹھونسا 1.0	T_H O_O_N S A_A
ٹھونسنے 1.0	T_H O_O N S N A_Y
ٹھوڑی 1.0	T_H O_O R_R I_I1
ٹھٹھر 1.0	T_H I T_H A R
ٹھڈے 1.0	T_H U D D A_Y
ٹھکانے 1.0	T_H I K A_A N A_Y
ٹھکرا 1.0	T_H U K R A_A
ٹھگ 1.0	T_H A G
ٹھہراؤ 1.0	T_H A H R A_A O_O
ٹھہرنے 1.0	T_H A H R N A_Y
ٹھہرو 1.0	T_H A H R O_O
ٹھیس 1.0	T_H A_Y S
ٹھیلے 1.0	T_H A_Y L A_Y
ٹھیک 1.0	T_H I_I1 K
ٹھیکیدار 1.0	T_H A_Y K A_Y D_D A_A R
ٹیبلو 1.0	T A_E1 B L O_O
ٹیلنٹ 1.0	T A_E1 L A N T
ٹیلی 1.0	T A_Y L I_I1
ٹیلیفون 1.0	T A_E1 L I_I1 F O_O N
ٹیلیویژن 1.0	T A_E1 L I_I1 V I_I1 Z_Z A N
ٹینک 1.0	T A_E1 N K
ٹیوب 1.0	T I J U_U B
ٹیوشن 1.0	T I J U_U S_H A N
ٹیچر 1.0	T I_I1 T_S1 A R
ٹیچنگ 1.0	T I_I1 T_S1 I N_G
ٹیڑھا 1.0	T A_Y R_R_H A_A
ٹیڑھے 1.0	T A_Y R_R_H A_Y
ٹیکسیشن 1.0	T A_E1 K S A_Y S_H A N
ٹیکنالوجی 1.0	T A_E1 K N A_A L O_O D_Z I_I1
ٹیکنالوجیز 1.0	T A_E1 K N A_A L O_O D_Z I_I1 Z
ٹیکنیشنز 1.0	T A_E1 K N I_I1 S_H A N Z
پاؤڈر 1.0	P A U_U D A R
پائیدار 1.0	P A_A A_Y D_D A_A R
پائیریسی 1.0	P A_A I_I1 R A_Y S I_I1
پارلر 1.0	P A_A R L A R
پارلیمانی 1.0	P A_A R L I_I1 M A_A N I_I1
پارلیمنٹرین 1.0	P A_A R L I_I1 M A N T I R J A N
پاس 1.0	P A_A S
پاسبان 1.0	P A_A S B A_A N
پاسداری 1.0	P A_A S D_D A_A R I_I1
پالمر 1.0	P A_A L M A R
پالیسی 1.0	P A_A L I_I1 S I_I1
پالیسیوں 1.0	P A_A L I_I1 S I J O_O_N
پانچ 1.0	P A_A N T_S1
پانچواں 1.0	P A_A N T_S1 V A_A_N
پانچوں 1.0	P A_A N T_S1 O_O_N
پانچویں 1.0	P A_A N T_S1 V I_I_N
پانی 1.0	P A_A N I_I1
پانے 1.0	P A_A N A_Y
پاٹھک 1.0	P A_A T_H A K
پاک 1.0	P A_A K
پاکیزگی 1.0	P A_A K I_I1 Z G I_I1
پایہ 1.0	P A_A J A_A
پبلشنگ 1.0	P A B L I S_H I N_G
پتھالوجسٹ 1.0	P I T_D_H A_A L O_O D_Z I S T
پتھر 1.0	P A T_D_H T_D_H A R
پتھروں 1.0	P A T_D_H R O_O_N
پتھری 1.0	P A T_D_H R I_I1
پتھریاں 1.0	P A T_D_H R I J A_A_N
پتھل 1.0	P A T_D_H A L
پتہ 1.0	P A T_D T_D A_A
پر 1.0	P I R
پرائیوٹائزیشن 1.0	P A R A_A I_I1 V I T A_A I Z A_Y S_H A N
پرائیویسی 1.0	P A R A_A I_I1 V A_Y S I_I1
پرائیویٹ 1.0	P A R A_A I_I1 V A_Y T
پراجیکٹ 1.0	P A R A_A D_Z A_E1 K T
پراسسنگ 1.0	P A R A_A S A S I N_G
پراسیس 1.0	P A R A_A S A_E1 S
پراٹھا 1.0	P A R A_A T_H A_A
پراٹھے 1.0	P A R A_A T_H A_Y
پراچہ 1.0	P A R A_A T_S1 A_A
پرتعیش 1.0	P U R T_D A Y A_Y S_H
پرتھوی 1.0	P I R T_D_H I V I_I1
پرجوش 1.0	P U R D_Z O_O S_H
پرخلوص 1.0	P U R X U L U_U S
پرخچے 1.0	P A R A X T_S1 A_Y
پردھان 1.0	P A R D_D_H A_A N
پرزور 1.0	P U R Z O_O R
پرسش 1.0	P U R S I S_H
پرسوز 1.0	P U R S O_O Z
پرسکون 1.0	P U R S U K U_U N
پرفارم 1.0	P A R F A_A M
پرفارمنس 1.0	P A R F A_A R M A N S
پرلطف 1.0	P U R L U T_D F
پرنسپل 1.0	P I R I N S I P A L
پرنم 1.0	P U R N A M
پرنٹ 1.0	P I R I N T
پرنیا 1.0	P U R A N I J A_A
پروئیں 1.0	P A R O_O A_Y_N
پروا 1.0	P I R V A_A
پروجیکٹ 1.0	P A R O_O D_Z A_E1 K T
پروسیسر 1.0	P U R O_O S A_E1 S A R
پروسیسنگ 1.0	P A R O_O S A_E1 S I N_G
پروفائل 1.0	P A R O_O F A_A I L
پروفیسر 1.0	P A R O_O F A_E1 S A R
پروفیشنل 1.0	P U R O_O F A_Y S_H N A L
پروڈکٹیو 1.0	P A R O_O D A K T I V
پروگرام 1.0	P A R O_O G A R A_A M
پروگراموں 1.0	P U R O G A R A_A M O_O_N
پروگریسیو 1.0	P A R O_O G A R A_E1 S I_I1 O_O
پرویا 1.0	P I R O_O J A_A
پروین 1.0	P I R A V I_I1 N
پرچم 1.0	P A R T_S1 A M
پرچھائیاں 1.0	P A R T_S_H A_A I J A_A_N
پرچھائیں 1.0	P A R T_S_H A_A I_I_N
پرچہ 1.0	P A R T_S1 A_A
پرچیاں 1.0	P A R T_S1 I J A_A_N
پرچیز 1.0	P A R T_S1 A_Y Z
پرکھا 1.0	P A R K_H A_A
پرکھے 1.0	P A R K_H A_Y
پرہجوم 1.0	P U R H U D_Z U_U M
پرہیز 1.0	P A R H A_Y Z
پریذیڈنٹ 1.0	P A R A_E1 Z I_I1 D A N T
پریس 1.0	P R A_E1 S
پریشان 1.0	P A R A_Y S_H A_A N
پریشاں 1.0	P A R A_Y S_H A_A_N
پریشر 1.0	P A R A_Y S_H A R
پریمئر 1.0	P R I M I A R
پریوں 1.0	P A R J O_O_N
پستولیں 1.0	P I S T_D O L A_Y_N
پسماندہ 1.0	P A S M A_A N D_D A_A
پسند 1.0	P A S A N D_D
پلنٹی 1.0	P A L A N T I_I1
پلو 1.0	P A L O_O
پلڑا 1.0	P A L R_R A_A
پلڑے 1.0	P A L R_R A_Y
پلگ 1.0	P A L A G
